User_ID,Event_Type,Event_Date,Interaction_Duration,Language_Used,Location,Privacy_Consent,Event_Participation_Freq,Social_Interaction_Freq,Cultural_Engagement_Level,Preferred_Time_of_Activity,Seasonal_Activity_Pattern,Event_Recommendation_Score,Cultural_Content_Suggested,Anonymization_Flag,Data_Owner
U2920,Exhibition,9/7/2024,30 minutes,Regional Language,Zone D,Accepted,20,2,Low,Afternoon,No,0.96,Folklore Videos,FALSE,Platform
U2921,Art Fair,11/26/2024,2 hours,Regional Language,Zone A,Pending,13,4,High,Afternoon,Yes,0.43,Traditional Music Playlist,FALSE,Platform
U2922,Art Fair,6/13/2024,30 minutes,English,Zone B,Pending,15,2,High,Morning,Yes,0.15,Traditional Music Playlist,FALSE,Platform
U2923,Festival,7/11/2024,1 hour,Local Dialect,Zone A,Accepted,8,5,High,Evening,No,0.57,Regional Cuisine Recipes,TRUE,Platform
U2924,Language Class,1/9/2024,2 hours,Regional Language,Zone A,Pending,5,10,High,Evening,No,0.29,Folklore Videos,TRUE,User
U2925,Exhibition,2/4/2025,2 hours,Regional Language,Zone D,Pending,5,7,Low,Afternoon,Yes,0.48,Language Learning App,FALSE,User
U2926,Language Class,1/8/2025,1 hour,Regional Language,Zone A,Accepted,7,2,High,Morning,No,0.19,Language Learning App,TRUE,Platform
U2927,Art Fair,3/5/2024,1 hour,Regional Language,Zone A,Pending,12,9,Low,Afternoon,No,0.19,Folklore Videos,FALSE,User
U2928,Art Fair,1/21/2025,1 hour,Local Dialect,Zone D,Pending,20,1,Low,Morning,No,0.55,Traditional Music Playlist,TRUE,Platform
U2929,Art Fair,10/8/2024,1 hour,Local Dialect,Zone C,Accepted,12,2,Low,Evening,Yes,0.4,Folklore Videos,FALSE,User
U2930,Language Class,6/29/2024,1 hour,Regional Language,Zone B,Accepted,9,7,Low,Morning,No,0.24,Traditional Music Playlist,TRUE,Platform
U2931,Art Fair,2/18/2025,1 hour,Local Dialect,Zone B,Pending,4,5,Low,Morning,Yes,0.62,Regional Cuisine Recipes,FALSE,Platform
U2932,Festival,10/8/2024,2 hours,Regional Language,Zone A,Accepted,8,1,Medium,Afternoon,No,0.16,Folklore Videos,FALSE,User
U2933,Art Fair,10/5/2024,30 minutes,English,Zone C,Accepted,19,4,Low,Morning,No,0.78,Folklore Videos,TRUE,Platform
U2934,Workshop,1/30/2024,30 minutes,English,Zone D,Accepted,1,8,Low,Evening,Yes,0.15,Regional Cuisine Recipes,TRUE,User
U2935,Language Class,9/22/2024,2 hours,English,Zone A,Pending,11,5,Low,Evening,No,0.97,Traditional Music Playlist,FALSE,User
U2936,Workshop,11/23/2024,30 minutes,Local Dialect,Zone D,Pending,13,2,Medium,Evening,Yes,0.76,Traditional Music Playlist,TRUE,User
U2937,Art Fair,8/4/2024,30 minutes,Regional Language,Zone B,Accepted,18,9,Medium,Afternoon,Yes,0.91,Folklore Videos,TRUE,Platform
U2938,Festival,11/15/2024,2 hours,English,Zone D,Accepted,20,1,Low,Morning,No,0.5,Folklore Videos,TRUE,Platform
U2939,Exhibition,2/9/2025,30 minutes,English,Zone B,Accepted,10,1,High,Morning,Yes,0.15,Language Learning App,TRUE,Platform
U2940,Art Fair,2/2/2025,30 minutes,Local Dialect,Zone D,Accepted,13,10,Low,Afternoon,No,0.31,Traditional Music Playlist,FALSE,Platform
U2941,Festival,1/13/2025,2 hours,Local Dialect,Zone D,Pending,12,5,High,Evening,No,0.97,Regional Cuisine Recipes,FALSE,User
U2942,Language Class,4/14/2024,30 minutes,English,Zone C,Pending,13,9,High,Evening,No,0.66,Traditional Music Playlist,TRUE,User
U2943,Workshop,7/2/2024,1 hour,Regional Language,Zone D,Pending,2,6,Low,Afternoon,No,0.31,Language Learning App,TRUE,User
U2944,Workshop,11/25/2024,2 hours,Regional Language,Zone A,Pending,3,5,High,Afternoon,Yes,0.53,Language Learning App,TRUE,Platform
U2945,Workshop,5/27/2024,30 minutes,Regional Language,Zone C,Accepted,17,6,Medium,Evening,Yes,0.39,Folklore Videos,TRUE,User
U2946,Language Class,4/14/2024,30 minutes,English,Zone A,Pending,19,6,Low,Evening,No,0.54,Language Learning App,FALSE,Platform
U2947,Festival,2/16/2024,1 hour,Local Dialect,Zone D,Accepted,12,9,Medium,Morning,Yes,0.85,Language Learning App,TRUE,User
U2948,Language Class,3/27/2024,2 hours,Regional Language,Zone D,Accepted,16,9,Medium,Evening,Yes,0.3,Language Learning App,TRUE,Platform
U2949,Workshop,11/4/2024,2 hours,English,Zone C,Accepted,20,5,Low,Evening,Yes,0.46,Regional Cuisine Recipes,TRUE,User
U2950,Art Fair,3/12/2025,30 minutes,English,Zone B,Accepted,20,4,Low,Morning,No,0.5,Folklore Videos,FALSE,User
U2951,Exhibition,5/8/2024,1 hour,Local Dialect,Zone C,Pending,10,1,Low,Afternoon,Yes,0.63,Language Learning App,FALSE,Platform
U2952,Language Class,9/14/2024,1 hour,Regional Language,Zone B,Accepted,15,6,Medium,Morning,No,0.17,Regional Cuisine Recipes,FALSE,User
U2953,Language Class,11/9/2024,1 hour,English,Zone B,Accepted,8,7,Low,Morning,No,0.29,Folklore Videos,TRUE,User
U2954,Festival,5/26/2024,1 hour,Regional Language,Zone D,Accepted,19,7,Medium,Evening,Yes,0.46,Folklore Videos,TRUE,Platform
U2955,Festival,3/21/2025,1 hour,Regional Language,Zone A,Accepted,5,1,High,Afternoon,No,0.83,Regional Cuisine Recipes,TRUE,User
U2956,Language Class,3/12/2024,1 hour,Regional Language,Zone C,Pending,12,6,Low,Evening,Yes,0.27,Language Learning App,TRUE,Platform
U2957,Workshop,5/19/2024,2 hours,English,Zone C,Accepted,10,8,Medium,Afternoon,No,0.89,Language Learning App,FALSE,Platform
U2958,Exhibition,2/13/2025,30 minutes,Regional Language,Zone D,Pending,14,3,Low,Morning,No,0.41,Folklore Videos,FALSE,User
U2959,Festival,1/27/2024,30 minutes,Local Dialect,Zone D,Accepted,12,1,Medium,Afternoon,Yes,0.33,Regional Cuisine Recipes,FALSE,Platform
U2960,Workshop,1/29/2024,1 hour,English,Zone C,Pending,13,7,Medium,Evening,Yes,0.47,Folklore Videos,FALSE,User
U2961,Art Fair,9/27/2024,2 hours,English,Zone C,Accepted,17,4,High,Afternoon,Yes,0.6,Regional Cuisine Recipes,FALSE,Platform
U2962,Festival,6/22/2024,2 hours,Regional Language,Zone A,Accepted,1,5,Low,Afternoon,No,0.76,Language Learning App,TRUE,User
U2963,Workshop,9/9/2024,1 hour,Regional Language,Zone D,Pending,10,2,Medium,Afternoon,No,0.53,Folklore Videos,TRUE,User
U2964,Workshop,1/19/2025,30 minutes,Regional Language,Zone A,Pending,5,7,Low,Evening,Yes,0.84,Regional Cuisine Recipes,TRUE,User
U2965,Exhibition,2/29/2024,1 hour,English,Zone D,Pending,11,1,Medium,Morning,Yes,0.84,Traditional Music Playlist,TRUE,User
U2966,Exhibition,4/16/2024,2 hours,Local Dialect,Zone D,Accepted,10,4,High,Morning,No,0.1,Traditional Music Playlist,TRUE,User
U2967,Art Fair,8/7/2024,1 hour,Local Dialect,Zone A,Pending,6,8,Medium,Afternoon,No,0.81,Regional Cuisine Recipes,FALSE,User
U2968,Workshop,3/16/2025,30 minutes,English,Zone B,Pending,15,7,Medium,Afternoon,Yes,0.5,Regional Cuisine Recipes,TRUE,Platform
U2969,Workshop,9/15/2024,30 minutes,Local Dialect,Zone B,Accepted,9,7,Low,Afternoon,No,0.97,Regional Cuisine Recipes,TRUE,User
U2970,Exhibition,1/5/2025,2 hours,Regional Language,Zone B,Pending,8,7,High,Morning,Yes,0.84,Traditional Music Playlist,FALSE,User
U2971,Festival,5/25/2024,1 hour,English,Zone D,Accepted,6,5,Medium,Evening,Yes,0.45,Regional Cuisine Recipes,FALSE,User
U2972,Festival,2/21/2024,1 hour,Local Dialect,Zone A,Accepted,6,10,Low,Afternoon,Yes,0.67,Language Learning App,FALSE,Platform
U2973,Language Class,2/29/2024,2 hours,English,Zone B,Pending,17,3,Medium,Afternoon,Yes,0.27,Traditional Music Playlist,FALSE,User
U2974,Exhibition,2/3/2024,1 hour,Local Dialect,Zone C,Accepted,12,10,Low,Afternoon,Yes,0.36,Regional Cuisine Recipes,FALSE,Platform
U2975,Language Class,4/5/2024,2 hours,English,Zone B,Accepted,7,7,High,Morning,No,0.28,Traditional Music Playlist,TRUE,User
U2976,Exhibition,3/29/2024,1 hour,Local Dialect,Zone A,Accepted,5,8,High,Morning,No,0.78,Traditional Music Playlist,TRUE,Platform
U2977,Art Fair,11/11/2024,30 minutes,English,Zone D,Accepted,16,7,Low,Evening,No,0.11,Traditional Music Playlist,TRUE,User
U2978,Workshop,2/13/2025,2 hours,English,Zone A,Pending,6,6,High,Afternoon,No,0.47,Language Learning App,FALSE,User
U2979,Art Fair,8/18/2024,1 hour,English,Zone D,Pending,8,9,Low,Afternoon,Yes,0.85,Language Learning App,TRUE,Platform
U2980,Exhibition,3/31/2025,1 hour,English,Zone A,Accepted,3,6,Low,Morning,Yes,0.74,Folklore Videos,TRUE,Platform
U2981,Workshop,10/1/2024,1 hour,English,Zone A,Pending,8,5,High,Morning,No,0.48,Language Learning App,TRUE,Platform
U2982,Festival,9/2/2024,2 hours,Regional Language,Zone C,Accepted,7,6,High,Afternoon,No,0.67,Traditional Music Playlist,TRUE,User
U2983,Festival,4/20/2024,30 minutes,English,Zone B,Pending,17,10,Low,Afternoon,Yes,0.49,Regional Cuisine Recipes,FALSE,Platform
U2984,Language Class,8/21/2024,1 hour,English,Zone B,Pending,19,4,Low,Afternoon,No,0.86,Folklore Videos,FALSE,Platform
U2985,Exhibition,10/4/2024,2 hours,English,Zone A,Accepted,20,6,High,Morning,Yes,0.62,Traditional Music Playlist,FALSE,Platform
U2986,Exhibition,2/20/2025,1 hour,Local Dialect,Zone B,Accepted,14,4,High,Afternoon,No,0.67,Regional Cuisine Recipes,TRUE,Platform
U2987,Festival,6/14/2024,30 minutes,English,Zone C,Accepted,6,5,Low,Evening,No,0.99,Folklore Videos,FALSE,Platform
U2988,Art Fair,5/7/2024,30 minutes,Regional Language,Zone A,Accepted,7,6,Low,Morning,Yes,0.79,Folklore Videos,TRUE,Platform
U2989,Workshop,8/24/2024,30 minutes,English,Zone B,Pending,5,1,Low,Evening,No,0.36,Regional Cuisine Recipes,TRUE,Platform
U2990,Art Fair,10/17/2024,2 hours,Local Dialect,Zone B,Accepted,19,6,High,Evening,No,0.8,Folklore Videos,TRUE,User
U2991,Art Fair,4/16/2024,1 hour,Local Dialect,Zone D,Pending,7,6,Medium,Morning,Yes,0.94,Language Learning App,FALSE,Platform
U2992,Festival,5/7/2024,2 hours,English,Zone B,Pending,9,1,Low,Afternoon,Yes,0.37,Regional Cuisine Recipes,FALSE,Platform
U2993,Festival,7/13/2024,1 hour,English,Zone B,Accepted,12,7,Medium,Evening,No,0.84,Regional Cuisine Recipes,FALSE,Platform
U2994,Festival,12/4/2024,2 hours,English,Zone D,Pending,15,10,High,Afternoon,Yes,0.31,Language Learning App,FALSE,Platform
U2995,Language Class,1/28/2025,1 hour,English,Zone A,Accepted,15,5,Medium,Evening,Yes,0.49,Regional Cuisine Recipes,TRUE,Platform
U2996,Art Fair,5/22/2024,2 hours,Local Dialect,Zone A,Accepted,16,8,Medium,Morning,No,0.72,Language Learning App,TRUE,Platform
U2997,Exhibition,1/29/2025,1 hour,English,Zone C,Pending,20,5,Low,Afternoon,Yes,0.32,Folklore Videos,TRUE,Platform
U2998,Workshop,4/20/2024,2 hours,Local Dialect,Zone D,Accepted,15,10,Medium,Evening,Yes,0.27,Traditional Music Playlist,TRUE,User
U2999,Language Class,3/30/2024,30 minutes,Local Dialect,Zone A,Accepted,5,5,High,Evening,Yes,0.52,Regional Cuisine Recipes,FALSE,Platform
U3000,Exhibition,9/7/2024,2 hours,Regional Language,Zone B,Accepted,12,2,Low,Morning,No,0.8,Language Learning App,FALSE,User
U3001,Art Fair,10/6/2024,30 minutes,Local Dialect,Zone B,Pending,4,4,Medium,Evening,No,0.64,Traditional Music Playlist,FALSE,Platform
U3002,Festival,11/28/2024,30 minutes,English,Zone B,Pending,3,4,Medium,Morning,Yes,0.73,Traditional Music Playlist,TRUE,User
U3003,Art Fair,8/11/2024,1 hour,English,Zone C,Accepted,1,10,Medium,Evening,No,0.72,Language Learning App,TRUE,User
U3004,Workshop,4/10/2024,30 minutes,English,Zone A,Accepted,13,10,Medium,Afternoon,No,0.59,Regional Cuisine Recipes,TRUE,Platform
U3005,Language Class,5/11/2024,30 minutes,English,Zone D,Pending,5,8,Low,Morning,Yes,0.38,Regional Cuisine Recipes,FALSE,Platform
U3006,Language Class,1/13/2024,1 hour,Regional Language,Zone A,Pending,12,3,Low,Evening,No,0.48,Regional Cuisine Recipes,FALSE,User
U3007,Workshop,4/1/2025,2 hours,Regional Language,Zone D,Accepted,2,1,Low,Evening,No,0.44,Folklore Videos,TRUE,User
U3008,Exhibition,3/16/2025,2 hours,Regional Language,Zone D,Pending,6,7,High,Afternoon,Yes,0.17,Regional Cuisine Recipes,TRUE,User
U3009,Exhibition,4/7/2024,30 minutes,Regional Language,Zone A,Accepted,5,9,High,Evening,Yes,0.91,Language Learning App,TRUE,User
U3010,Language Class,4/29/2024,2 hours,Local Dialect,Zone B,Accepted,18,6,Low,Morning,No,0.68,Traditional Music Playlist,FALSE,User
U3011,Language Class,10/19/2024,30 minutes,Regional Language,Zone B,Accepted,5,2,Low,Evening,Yes,0.87,Regional Cuisine Recipes,FALSE,User
U3012,Festival,10/30/2024,2 hours,Local Dialect,Zone D,Pending,18,2,High,Evening,No,0.8,Folklore Videos,FALSE,User
U3013,Exhibition,7/17/2024,2 hours,English,Zone B,Pending,16,1,Medium,Afternoon,Yes,0.16,Language Learning App,TRUE,Platform
U3014,Workshop,1/1/2024,2 hours,Local Dialect,Zone C,Pending,17,6,Low,Afternoon,No,0.29,Language Learning App,TRUE,Platform
U3015,Exhibition,2/29/2024,30 minutes,Local Dialect,Zone C,Accepted,2,8,Low,Evening,Yes,0.96,Folklore Videos,FALSE,User
U3016,Festival,9/6/2024,1 hour,Regional Language,Zone D,Pending,17,1,Medium,Afternoon,Yes,0.52,Regional Cuisine Recipes,TRUE,User
U3017,Language Class,5/19/2024,2 hours,English,Zone B,Pending,10,1,High,Evening,Yes,0.83,Regional Cuisine Recipes,FALSE,Platform
U3018,Language Class,5/28/2024,2 hours,English,Zone D,Accepted,3,1,High,Evening,No,0.62,Traditional Music Playlist,TRUE,User
U3019,Festival,1/29/2025,2 hours,Regional Language,Zone C,Pending,14,10,Low,Morning,No,0.84,Language Learning App,FALSE,Platform
U3020,Workshop,2/13/2024,30 minutes,Local Dialect,Zone C,Accepted,19,5,Medium,Evening,No,0.76,Language Learning App,FALSE,User
U3021,Language Class,1/5/2025,1 hour,Regional Language,Zone C,Accepted,12,7,High,Morning,Yes,0.35,Traditional Music Playlist,TRUE,User
U3022,Art Fair,7/4/2024,30 minutes,Local Dialect,Zone A,Pending,1,4,Medium,Morning,No,0.99,Regional Cuisine Recipes,TRUE,Platform
U3023,Language Class,4/17/2024,2 hours,Regional Language,Zone C,Pending,7,1,Medium,Evening,Yes,0.54,Regional Cuisine Recipes,TRUE,User
U3024,Art Fair,2/13/2024,30 minutes,Regional Language,Zone B,Accepted,7,1,Low,Afternoon,Yes,0.63,Regional Cuisine Recipes,FALSE,Platform
U3025,Festival,3/18/2024,2 hours,English,Zone A,Pending,13,10,Medium,Evening,Yes,0.59,Regional Cuisine Recipes,TRUE,User
U3026,Festival,8/13/2024,2 hours,English,Zone C,Pending,9,3,Medium,Evening,Yes,0.9,Traditional Music Playlist,FALSE,Platform
U3027,Language Class,6/10/2024,30 minutes,English,Zone B,Pending,5,5,Medium,Afternoon,No,0.35,Folklore Videos,TRUE,Platform
U3028,Exhibition,10/7/2024,2 hours,Regional Language,Zone C,Accepted,4,5,Medium,Afternoon,No,0.16,Folklore Videos,FALSE,Platform
U3029,Art Fair,9/9/2024,2 hours,English,Zone B,Accepted,5,9,Medium,Morning,No,0.49,Language Learning App,FALSE,User
U3030,Workshop,5/11/2024,1 hour,English,Zone B,Pending,20,9,Low,Evening,Yes,0.93,Regional Cuisine Recipes,TRUE,Platform
U3031,Language Class,3/23/2025,30 minutes,Regional Language,Zone C,Accepted,12,9,High,Afternoon,No,0.5,Traditional Music Playlist,TRUE,User
U3032,Workshop,1/6/2025,30 minutes,English,Zone C,Pending,8,8,High,Afternoon,No,0.35,Folklore Videos,TRUE,Platform
U3033,Language Class,1/9/2025,2 hours,Local Dialect,Zone A,Pending,13,9,Medium,Morning,No,0.66,Folklore Videos,TRUE,Platform
U3034,Exhibition,5/23/2024,2 hours,English,Zone C,Pending,4,8,Low,Evening,Yes,0.76,Traditional Music Playlist,FALSE,User
U3035,Exhibition,9/22/2024,30 minutes,Local Dialect,Zone B,Pending,20,8,Low,Afternoon,No,0.52,Language Learning App,TRUE,User
U3036,Exhibition,4/18/2024,30 minutes,English,Zone D,Accepted,11,8,Medium,Morning,Yes,0.44,Traditional Music Playlist,TRUE,Platform
U3037,Exhibition,7/12/2024,30 minutes,Regional Language,Zone A,Pending,15,8,Medium,Morning,Yes,0.43,Language Learning App,TRUE,Platform
U3038,Festival,2/4/2024,2 hours,Regional Language,Zone B,Accepted,14,5,High,Morning,No,0.48,Regional Cuisine Recipes,FALSE,User
U3039,Festival,1/24/2025,1 hour,English,Zone B,Accepted,18,10,High,Morning,Yes,0.86,Language Learning App,TRUE,User
U3040,Art Fair,10/1/2024,1 hour,Local Dialect,Zone D,Pending,20,3,High,Evening,Yes,0.53,Regional Cuisine Recipes,FALSE,User
U3041,Workshop,7/5/2024,2 hours,English,Zone C,Pending,1,4,Medium,Evening,Yes,0.38,Regional Cuisine Recipes,FALSE,User
U3042,Language Class,3/12/2025,2 hours,Regional Language,Zone B,Accepted,1,9,High,Afternoon,Yes,0.26,Regional Cuisine Recipes,FALSE,User
U3043,Language Class,8/30/2024,2 hours,English,Zone D,Pending,11,7,Low,Afternoon,No,0.35,Traditional Music Playlist,FALSE,Platform
U3044,Festival,9/20/2024,30 minutes,Regional Language,Zone D,Pending,20,9,Low,Afternoon,No,0.52,Folklore Videos,FALSE,User
U3045,Language Class,1/10/2024,2 hours,Local Dialect,Zone C,Accepted,6,7,Medium,Afternoon,Yes,0.59,Traditional Music Playlist,TRUE,User
U3046,Festival,3/26/2025,30 minutes,Local Dialect,Zone D,Accepted,5,8,Medium,Afternoon,No,0.66,Traditional Music Playlist,TRUE,User
U3047,Art Fair,6/14/2024,1 hour,Regional Language,Zone D,Accepted,13,3,High,Morning,Yes,0.16,Folklore Videos,FALSE,Platform
U3048,Workshop,1/29/2024,2 hours,Local Dialect,Zone D,Pending,10,8,Low,Evening,Yes,0.65,Folklore Videos,TRUE,Platform
U3049,Art Fair,9/27/2024,2 hours,Regional Language,Zone D,Pending,6,4,High,Morning,Yes,0.42,Folklore Videos,TRUE,User
U3050,Exhibition,3/27/2024,30 minutes,Regional Language,Zone D,Accepted,4,6,Low,Evening,No,0.33,Folklore Videos,TRUE,Platform
U3051,Exhibition,1/23/2024,30 minutes,Regional Language,Zone D,Accepted,4,1,High,Morning,Yes,0.4,Regional Cuisine Recipes,FALSE,User
U3052,Exhibition,7/28/2024,30 minutes,English,Zone B,Pending,7,2,Medium,Morning,Yes,0.81,Folklore Videos,TRUE,User
U3053,Art Fair,2/15/2024,1 hour,Local Dialect,Zone A,Accepted,16,7,Low,Afternoon,No,0.82,Traditional Music Playlist,TRUE,Platform
U3054,Language Class,1/28/2024,1 hour,English,Zone C,Accepted,1,6,Low,Evening,No,0.19,Regional Cuisine Recipes,TRUE,Platform
U3055,Workshop,1/26/2024,2 hours,English,Zone A,Pending,9,10,Low,Evening,Yes,0.55,Traditional Music Playlist,TRUE,Platform
U3056,Exhibition,9/22/2024,2 hours,Local Dialect,Zone C,Accepted,19,5,High,Evening,No,0.58,Regional Cuisine Recipes,TRUE,User
U3057,Exhibition,6/23/2024,30 minutes,English,Zone A,Pending,20,7,High,Afternoon,Yes,0.13,Regional Cuisine Recipes,FALSE,Platform
U3058,Exhibition,1/4/2024,1 hour,Regional Language,Zone C,Accepted,15,2,High,Afternoon,Yes,0.75,Language Learning App,FALSE,User
U3059,Workshop,11/6/2024,2 hours,English,Zone D,Pending,9,10,Low,Afternoon,Yes,0.43,Regional Cuisine Recipes,TRUE,User
U3060,Exhibition,11/17/2024,30 minutes,Regional Language,Zone A,Pending,20,4,Medium,Afternoon,Yes,0.48,Language Learning App,FALSE,User
U3061,Workshop,3/7/2024,30 minutes,Local Dialect,Zone A,Accepted,1,5,High,Morning,Yes,0.65,Language Learning App,FALSE,Platform
U3062,Exhibition,5/14/2024,1 hour,English,Zone C,Accepted,1,8,Low,Evening,No,0.52,Regional Cuisine Recipes,FALSE,Platform
U3063,Art Fair,2/24/2024,1 hour,Local Dialect,Zone C,Accepted,16,6,High,Afternoon,No,0.77,Folklore Videos,TRUE,Platform
U3064,Art Fair,1/31/2024,2 hours,Regional Language,Zone B,Pending,5,6,Low,Afternoon,Yes,0.64,Folklore Videos,FALSE,User
U3065,Workshop,3/14/2024,2 hours,English,Zone D,Accepted,9,5,Low,Afternoon,Yes,0.3,Traditional Music Playlist,TRUE,User
U3066,Art Fair,1/19/2024,30 minutes,Regional Language,Zone D,Pending,1,10,High,Afternoon,No,0.88,Traditional Music Playlist,TRUE,User
U3067,Workshop,6/4/2024,30 minutes,Regional Language,Zone B,Accepted,19,5,Low,Evening,Yes,0.29,Language Learning App,FALSE,Platform
U3068,Art Fair,12/2/2024,30 minutes,Regional Language,Zone C,Pending,16,1,High,Morning,Yes,0.74,Regional Cuisine Recipes,TRUE,User
U3069,Art Fair,6/4/2024,2 hours,Local Dialect,Zone D,Accepted,3,4,Low,Morning,Yes,0.81,Regional Cuisine Recipes,TRUE,User
U3070,Workshop,5/26/2024,1 hour,Local Dialect,Zone C,Pending,4,9,Medium,Afternoon,No,0.72,Regional Cuisine Recipes,TRUE,Platform
U3071,Language Class,3/27/2024,2 hours,Local Dialect,Zone D,Pending,12,2,Medium,Morning,Yes,0.48,Language Learning App,FALSE,User
U3072,Art Fair,1/20/2024,1 hour,English,Zone A,Pending,7,6,Medium,Afternoon,Yes,0.89,Regional Cuisine Recipes,TRUE,Platform
U3073,Exhibition,9/25/2024,2 hours,Regional Language,Zone A,Pending,15,2,Medium,Afternoon,Yes,0.39,Traditional Music Playlist,FALSE,Platform
U3074,Language Class,11/28/2024,2 hours,Local Dialect,Zone D,Pending,15,9,High,Evening,Yes,0.72,Folklore Videos,FALSE,Platform
U3075,Workshop,2/12/2024,1 hour,Regional Language,Zone D,Pending,5,5,Low,Morning,Yes,0.89,Language Learning App,FALSE,Platform
U3076,Language Class,1/29/2025,2 hours,Local Dialect,Zone D,Accepted,2,9,Low,Morning,No,0.24,Folklore Videos,TRUE,Platform
U3077,Festival,3/7/2025,2 hours,Regional Language,Zone B,Pending,12,10,Medium,Afternoon,No,0.69,Language Learning App,TRUE,Platform
U3078,Festival,2/2/2025,30 minutes,Local Dialect,Zone D,Accepted,19,5,Medium,Evening,No,0.91,Folklore Videos,TRUE,User
U3079,Art Fair,2/4/2025,1 hour,Local Dialect,Zone B,Accepted,5,9,Low,Afternoon,No,0.19,Language Learning App,FALSE,Platform
U3080,Art Fair,3/13/2025,1 hour,Local Dialect,Zone B,Accepted,3,2,Low,Evening,No,0.23,Folklore Videos,FALSE,User
U3081,Exhibition,11/1/2024,30 minutes,Local Dialect,Zone A,Accepted,6,7,Low,Morning,Yes,0.44,Traditional Music Playlist,FALSE,User
U3082,Language Class,1/28/2024,1 hour,Regional Language,Zone D,Accepted,13,8,Medium,Evening,No,0.99,Traditional Music Playlist,TRUE,Platform
U3083,Festival,9/16/2024,30 minutes,Local Dialect,Zone A,Accepted,20,3,Low,Morning,Yes,0.3,Language Learning App,FALSE,Platform
U3084,Art Fair,1/22/2024,1 hour,Local Dialect,Zone A,Accepted,15,1,Medium,Morning,No,0.39,Traditional Music Playlist,FALSE,User
U3085,Language Class,1/9/2025,1 hour,Local Dialect,Zone B,Pending,4,2,Medium,Morning,No,0.85,Folklore Videos,TRUE,Platform
U3086,Art Fair,4/10/2024,1 hour,Regional Language,Zone C,Accepted,20,10,Medium,Afternoon,Yes,0.22,Traditional Music Playlist,TRUE,Platform
